Gen	theta_1red	theta_2green	theta_3redgreen	tau_3redgreen	lnL
6692	0.019053	0.031009	0.009053	0.002203	-3544.646
6696	0.019053	0.029078	0.009672	0.002203	-3548.699
6700	0.021588	0.035728	0.012808	0.002447	-3556.861
6704	0.019412	0.033099	0.010555	0.002401	-3552.505
6708	0.019440	0.034438	0.012472	0.002200	-3527.878
6712	0.016727	0.029632	0.010389	0.001850	-3538.724
6716	0.016273	0.028828	0.009075	0.001800	-3544.503
6720	0.013467	0.023390	0.005927	0.001598	-3526.202
6724	0.013983	0.024285	0.005069	0.001660	-3530.910
6728	0.013983	0.024285	0.005069	0.001660	-3551.925
6732	0.011857	0.019927	0.005388	0.001407	-3525.360
6736	0.012537	0.021071	0.005697	0.001488	-3547.985
6740	0.015118	0.028254	0.007997	0.001794	-3547.468
6744	0.017347	0.030820	0.009278	0.001893	-3563.172
6748	0.018669	0.029821	0.008875	0.001979	-3519.990
6752	0.019480	0.029821	0.008868	0.001980	-3535.704
6756	0.019282	0.030922	0.009396	0.001982	-3534.973
6760	0.019282	0.031881	0.009341	0.001993	-3542.415
6764	0.020358	0.031881	0.009630	0.002171	-3556.173
6768	0.019888	0.032160	0.008839	0.002334	-3556.390
6772	0.019888	0.032160	0.009463	0.002180	-3546.562
6776	0.016869	0.028504	0.008387	0.001932	-3555.384
6780	0.016918	0.025577	0.007402	0.001706	-3516.167
6784	0.014206	0.021476	0.005863	0.001519	-3546.059
6788	0.014206	0.021476	0.005455	0.001632	-3541.187
6792	0.014206	0.020216	0.005455	0.001632	-3532.557
6796	0.014206	0.020216	0.004927	0.001632	-3527.022
6800	0.014206	0.020216	0.004927	0.001632	-3528.477
6804	0.015885	0.022606	0.005392	0.001865	-3523.039
6808	0.015393	0.022606	0.005392	0.001865	-3530.365
6812	0.015261	0.024277	0.005528	0.001912	-3528.462
6816	0.014784	0.024277	0.005528	0.001912	-3523.535
6820	0.016592	0.026334	0.005997	0.002074	-3528.884
6824	0.013616	0.021611	0.004638	0.001806	-3566.323
6828	0.015952	0.025319	0.004625	0.002116	-3547.125
6832	0.017111	0.028091	0.005617	0.002005	-3534.833
6836	0.016230	0.029294	0.005380	0.002093	-3548.097
6840	0.015987	0.030510	0.004974	0.002264	-3552.677
6844	0.020097	0.038352	0.006207	0.002866	-3554.950
6848	0.015694	0.029561	0.003999	0.002082	-3523.536
6852	0.015694	0.030401	0.004267	0.002082	-3518.192
6856	0.016586	0.029289	0.003844	0.002312	-3531.920
6860	0.017697	0.029289	0.004940	0.002111	-3535.860
6864	0.014339	0.023732	0.003614	0.001895	-3534.180
6868	0.014339	0.023147	0.003614	0.001895	-3550.124
6872	0.014339	0.024057	0.003614	0.001895	-3545.126
6876	0.014339	0.024057	0.003396	0.002016	-3533.386
6880	0.013380	0.022447	0.003296	0.001809	-3545.693
6884	0.013990	0.024597	0.003446	0.001892	-3538.537
6888	0.016602	0.030239	0.003823	0.002401	-3549.177
6892	0.016602	0.028798	0.003872	0.002371	-3546.699
6896	0.016602	0.029369	0.003872	0.002371	-3548.339
6900	0.015972	0.028230	0.004363	0.002104	-3528.745
6904	0.015963	0.028043	0.004161	0.002177	-3510.981
6908	0.014710	0.024964	0.004155	0.001851	-3520.756
6912	0.013015	0.022088	0.003446	0.001842	-3524.832
6916	0.018835	0.030357	0.005286	0.002515	-3525.372
6920	0.018835	0.030357	0.005186	0.002563	-3541.717
6924	0.022187	0.037030	0.006489	0.002842	-3544.996
6928	0.022194	0.038313	0.008434	0.002760	-3552.433
6932	0.015876	0.027986	0.005274	0.002258	-3582.882
6936	0.012759	0.022491	0.003419	0.001689	-3569.440
6940	0.013871	0.024452	0.003717	0.001836	-3547.111
6944	0.015879	0.028970	0.004255	0.002102	-3559.960
6948	0.013871	0.025308	0.003916	0.001743	-3561.146
6952	0.013871	0.025729	0.004086	0.001743	-3553.224
6956	0.013871	0.025729	0.005203	0.001743	-3543.982
6960	0.012812	0.027601	0.005580	0.001625	-3526.833
6964	0.011637	0.025068	0.004766	0.001536	-3525.101
6968	0.014182	0.030777	0.005808	0.001872	-3554.036
6972	0.011156	0.024675	0.005882	0.001473	-3538.175
6976	0.011163	0.024689	0.005539	0.001566	-3548.994
6980	0.013504	0.028965	0.006159	0.001817	-3529.100
6984	0.010783	0.024321	0.005263	0.001565	-3542.947
6988	0.012498	0.025916	0.004028	0.001817	-3551.974
6992	0.012498	0.025916	0.004028	0.001817	-3541.608
6996	0.013350	0.024874	0.004028	0.001817	-3558.187
7000	0.013350	0.024874	0.005098	0.001817	-3528.296
7004	0.018491	0.032083	0.007075	0.002512	-3545.703
7008	0.020481	0.037746	0.008430	0.002917	-3534.633
7012	0.024420	0.045006	0.011981	0.003489	-3533.786
7016	0.023493	0.042149	0.011125	0.003478	-3534.088
7020	0.020415	0.036510	0.008835	0.003003	-3526.831
7024	0.017158	0.029922	0.007272	0.002577	-3545.443
7028	0.017158	0.031316	0.007692	0.002436	-3530.654
7032	0.017158	0.031316	0.007280	0.002574	-3533.281
7036	0.015902	0.028288	0.006403	0.002264	-3521.934
7040	0.019076	0.033014	0.008336	0.002503	-3545.231
7044	0.017225	0.029702	0.007387	0.002302	-3518.932
7048	0.016400	0.029032	0.006708	0.002147	-3533.961
7052	0.019159	0.035243	0.007453	0.002549	-3512.370
7056	0.016158	0.029484	0.006928	0.002150	-3523.732
7060	0.019187	0.033928	0.007973	0.002474	-3522.294
7064	0.017002	0.030442	0.007041	0.002185	-3530.268
7068	0.017002	0.032557	0.006921	0.002223	-3539.805
7072	0.017002	0.031575	0.008533	0.002393	-3543.664
7076	0.018683	0.032400	0.008472	0.002455	-3544.832
7080	0.016452	0.028531	0.006989	0.002308	-3535.056
7084	0.017793	0.032025	0.008262	0.002283	-3540.671
7088	0.017793	0.032100	0.008646	0.002182	-3557.366
7092	0.019005	0.032477	0.007443	0.002439	-3532.679
7096	0.017936	0.030588	0.007857	0.002297	-3542.586
7100	0.020695	0.035292	0.011268	0.002819	-3538.356
7104	0.022134	0.034209	0.011139	0.002794	-3555.311
7108	0.021552	0.034325	0.010659	0.002768	-3533.073
7112	0.024419	0.040800	0.011104	0.003108	-3529.216
7116	0.027599	0.040800	0.011476	0.003007	-3541.765
7120	0.026127	0.043305	0.011643	0.003204	-3541.761
7124	0.027484	0.045712	0.012290	0.003382	-3538.479
7128	0.022843	0.036809	0.010774	0.002665	-3541.673
7132	0.020334	0.032766	0.010035	0.002560	-3530.814
7136	0.017062	0.027493	0.007984	0.002265	-3549.273
7140	0.021872	0.035244	0.011649	0.002798	-3548.838
7144	0.021872	0.035244	0.012422	0.002624	-3566.434
7148	0.020468	0.032982	0.011459	0.002491	-3554.345
7152	0.020468	0.032982	0.011655	0.002132	-3562.516
7156	0.020965	0.033985	0.012343	0.002237	-3549.003
7160	0.022025	0.033985	0.011357	0.002237	-3543.672
7164	0.019206	0.029636	0.008601	0.002044	-3558.182
7168	0.016801	0.025925	0.007524	0.001788	-3546.128
7172	0.016801	0.025925	0.007524	0.001788	-3537.400
7176	0.016829	0.026221	0.007610	0.001808	-3552.829
7180	0.019152	0.029841	0.009335	0.001909	-3553.132
7184	0.019152	0.029841	0.009335	0.001909	-3545.550
7188	0.017915	0.028451	0.008900	0.001820	-3535.213
7192	0.016143	0.024646	0.007124	0.001719	-3547.367
7196	0.017084	0.027344	0.007124	0.001719	-3538.567
7200	0.017084	0.028135	0.006533	0.001874	-3543.482
7204	0.017167	0.028271	0.007033	0.001758	-3544.051
7208	0.017167	0.026915	0.006548	0.001888	-3538.626
7212	0.021806	0.037427	0.008886	0.002245	-3536.715
7216	0.021806	0.037133	0.007598	0.002245	-3524.172
7220	0.024208	0.041224	0.007978	0.002385	-3535.294
7224	0.024662	0.041997	0.008513	0.002320	-3538.632
7228	0.023976	0.043735	0.008865	0.002416	-3523.121
7232	0.023976	0.045257	0.009941	0.002416	-3540.205
7236	0.019121	0.035600	0.007090	0.002096	-3550.228
7240	0.024447	0.046701	0.010053	0.002680	-3543.500
7244	0.024447	0.047798	0.010023	0.002688	-3545.326
7248	0.024447	0.049415	0.011639	0.002846	-3529.582
7252	0.028889	0.057849	0.013256	0.003542	-3544.545
7256	0.023646	0.047350	0.011110	0.002831	-3557.350
7260	0.029141	0.059244	0.014310	0.003338	-3549.913
7264	0.025193	0.049608	0.011282	0.002930	-3529.069
7268	0.024405	0.048309	0.012403	0.003016	-3544.770
7272	0.023654	0.044438	0.010909	0.002782	-3535.764
7276	0.020755	0.037280	0.008826	0.002420	-3534.558
7280	0.017080	0.030677	0.006197	0.001992	-3537.108
7284	0.012339	0.021238	0.004477	0.001439	-3547.036
7288	0.013598	0.025175	0.004934	0.001586	-3529.128
7292	0.013036	0.024133	0.005593	0.001520	-3533.807
7296	0.010970	0.019346	0.004435	0.001358	-3544.369
7300	0.012977	0.023524	0.006110	0.001651	-3548.345
7304	0.015303	0.027011	0.007205	0.001947	-3539.437
7308	0.013729	0.023591	0.006220	0.001815	-3534.786
7312	0.015330	0.026341	0.006945	0.002027	-3530.187
7316	0.015330	0.025355	0.006945	0.002027	-3538.909
7320	0.014229	0.023035	0.005820	0.002083	-3520.223
7324	0.013053	0.023026	0.005424	0.001881	-3522.813
7328	0.012515	0.022078	0.003597	0.001626	-3532.677
7332	0.014434	0.025463	0.004569	0.002100	-3547.275
7336	0.013692	0.024573	0.005019	0.001912	-3563.026
7340	0.013862	0.023775	0.005019	0.001912	-3552.132
7344	0.012996	0.022289	0.004706	0.001793	-3547.181
7348	0.013983	0.027965	0.005332	0.001878	-3539.318
7352	0.017748	0.035320	0.007666	0.002313	-3530.570
7356	0.018520	0.038146	0.007999	0.002414	-3563.563
7360	0.013155	0.027095	0.006062	0.001607	-3546.353
7364	0.013096	0.025759	0.005375	0.001638	-3553.773
7368	0.013096	0.025759	0.006016	0.001464	-3539.484
7372	0.013096	0.026509	0.004764	0.001464	-3549.144
7376	0.011657	0.023596	0.004240	0.001303	-3548.112
7380	0.012611	0.022348	0.003907	0.001414	-3533.897
7384	0.012267	0.020991	0.003999	0.001381	-3540.921
7388	0.012803	0.023006	0.004314	0.001395	-3541.288
7392	0.012770	0.022530	0.004000	0.001496	-3542.504
7396	0.019836	0.035762	0.006815	0.002213	-3538.992
7400	0.014732	0.026560	0.005062	0.001644	-3530.802
7404	0.012716	0.023662	0.005041	0.001492	-3524.643
7408	0.014746	0.027321	0.005821	0.001723	-3520.543
7412	0.016818	0.033253	0.005643	0.002097	-3539.251
7416	0.019786	0.039122	0.007020	0.002334	-3524.742
7420	0.017200	0.033658	0.005583	0.002217	-3544.882
7424	0.015969	0.031251	0.005183	0.002059	-3534.342
7428	0.017501	0.034711	0.006382	0.002119	-3541.375
7432	0.017501	0.033665	0.006902	0.001969	-3546.894
7436	0.017501	0.033665	0.006500	0.002091	-3539.883
7440	0.023170	0.046407	0.009260	0.002711	-3543.338
7444	0.022128	0.044104	0.008357	0.002713	-3554.811
7448	0.024656	0.048599	0.009321	0.003020	-3559.179
7452	0.024656	0.048761	0.009385	0.003000	-3552.379
7456	0.021197	0.039691	0.008415	0.002766	-3546.946
7460	0.026110	0.048892	0.011152	0.003167	-3550.630
7464	0.022370	0.045307	0.010387	0.002710	-3534.055
7468	0.016175	0.032026	0.007349	0.002250	-3550.460
7472	0.016928	0.033517	0.007930	0.002284	-3558.702
7476	0.019783	0.039171	0.010536	0.002348	-3564.576
7480	0.018009	0.035659	0.007653	0.002436	-3551.750
7484	0.017410	0.034472	0.007812	0.002230	-3526.223
7488	0.017503	0.034657	0.007725	0.002279	-3525.276
7492	0.018239	0.035283	0.006688	0.002375	-3552.585
7496	0.021006	0.040039	0.008315	0.002534	-3543.903
7500	0.018873	0.041395	0.008416	0.002504	-3541.626
7504	0.015494	0.033983	0.006295	0.002256	-3562.730
7508	0.019642	0.043083	0.008179	0.002790	-3518.758
7512	0.020480	0.042162	0.007717	0.002957	-3547.814
7516	0.014369	0.029581	0.005919	0.002000	-3528.707
7520	0.019176	0.038832	0.008323	0.002533	-3519.692
7524	0.019217	0.042256	0.007745	0.002394	-3526.115
7528	0.017182	0.037781	0.005725	0.002141	-3534.875
7532	0.016411	0.036086	0.004709	0.001925	-3542.021
7536	0.022541	0.049564	0.006493	0.002634	-3540.742
7540	0.025728	0.056286	0.006791	0.003232	-3545.602
7544	0.025728	0.056286	0.006851	0.003204	-3561.739
7548	0.021905	0.047920	0.005374	0.002961	-3553.594
7552	0.017982	0.039339	0.005775	0.002431	-3551.131
7556	0.017053	0.035346	0.005189	0.002184	-3552.684
7560	0.014254	0.027252	0.004161	0.001903	-3552.596
7564	0.016354	0.031384	0.004774	0.002183	-3548.308
7568	0.016354	0.030719	0.004774	0.002183	-3551.436
7572	0.017973	0.032679	0.005296	0.002377	-3555.189
7576	0.019652	0.032679	0.006325	0.002476	-3571.770
7580	0.016573	0.027560	0.006307	0.002088	-3564.545
7584	0.013704	0.021630	0.004116	0.001860	-3551.165
7588	0.015095	0.022229	0.004870	0.001908	-3534.094
7592	0.014218	0.020938	0.005611	0.001797	-3531.339
7596	0.014218	0.020938	0.005885	0.001714	-3542.955
7600	0.014556	0.021694	0.004671	0.001979	-3540.546
7604	0.016332	0.023511	0.005765	0.002078	-3563.447
7608	0.015375	0.023285	0.005366	0.001978	-3548.591
7612	0.022998	0.034831	0.007047	0.002825	-3536.092
7616	0.019001	0.031501	0.006647	0.002450	-3529.087
7620	0.020402	0.034697	0.006692	0.002805	-3555.536
7624	0.019248	0.029239	0.005221	0.002553	-3550.732
7628	0.019993	0.027991	0.005927	0.002492	-3542.283
7632	0.022588	0.032140	0.007184	0.002847	-3542.189
7636	0.020134	0.028649	0.006944	0.002340	-3547.650
7640	0.020134	0.028649	0.007520	0.002375	-3558.644
7644	0.018999	0.027033	0.007096	0.002241	-3541.036
7648	0.018999	0.026219	0.007600	0.002093	-3533.324
7652	0.018999	0.026220	0.006881	0.002311	-3553.891
7656	0.018227	0.026966	0.006676	0.002520	-3552.439
7660	0.015754	0.022595	0.004829	0.001948	-3562.954
7664	0.015754	0.022595	0.004829	0.001948	-3575.647
7668	0.016468	0.024391	0.004676	0.002198	-3552.605
7672	0.015750	0.023328	0.005748	0.002050	-3549.326
7676	0.017020	0.025209	0.005850	0.002352	-3549.548
7680	0.025600	0.035222	0.009568	0.003187	-3529.047
7684	0.021543	0.029639	0.007290	0.002962	-3548.388
7688	0.023999	0.034923	0.008349	0.003226	-3541.347
7692	0.021035	0.029939	0.007396	0.002797	-3537.603
7696	0.024235	0.034233	0.008718	0.003210	-3528.861
7700	0.026667	0.039792	0.010367	0.003647	-3542.527
7704	0.024451	0.036485	0.010740	0.002959	-3529.135
7708	0.025432	0.036485	0.011499	0.002959	-3521.678
7712	0.025432	0.036485	0.009352	0.003181	-3517.604
7716	0.020586	0.028281	0.009708	0.002575	-3527.175
7720	0.019076	0.027392	0.008935	0.002402	-3550.777
7724	0.020921	0.028056	0.008506	0.002647	-3537.010
7728	0.021667	0.029955	0.008100	0.002658	-3539.420
7732	0.021667	0.030645	0.009098	0.002595	-3510.694
7736	0.022848	0.031765	0.009098	0.002595	-3525.766
7740	0.019971	0.027307	0.007503	0.002404	-3541.424
7744	0.019878	0.027727	0.008159	0.002190	-3543.639
7748	0.015761	0.025077	0.007104	0.002058	-3541.937
7752	0.018142	0.030144	0.009357	0.002070	-3529.871
7756	0.019531	0.030797	0.008719	0.002115	-3546.851
7760	0.018903	0.029807	0.008360	0.002066	-3546.756
7764	0.018903	0.028214	0.008360	0.002066	-3524.759
7768	0.017685	0.024603	0.008641	0.001992	-3553.877
7772	0.014894	0.020720	0.006103	0.001715	-3556.737
7776	0.014609	0.020114	0.005548	0.001683	-3538.966
7780	0.014425	0.018878	0.005266	0.001598	-3533.427
7784	0.015314	0.019908	0.004970	0.001693	-3547.864
7788	0.018529	0.025203	0.006014	0.002048	-3536.649
7792	0.019371	0.027467	0.007407	0.002141	-3547.573
7796	0.021722	0.030801	0.008306	0.002401	-3534.072
7800	0.018012	0.025541	0.006297	0.002178	-3560.738
7804	0.018275	0.025541	0.007896	0.002047	-3545.417
7808	0.015396	0.021518	0.006867	0.001789	-3554.599
7812	0.016433	0.021717	0.006990	0.002002	-3558.595
7816	0.016257	0.022688	0.006789	0.001944	-3545.774
7820	0.014998	0.021642	0.006066	0.001944	-3554.451
7824	0.013306	0.020115	0.007190	0.001725	-3530.981
7828	0.013306	0.020115	0.007190	0.001725	-3541.533
7832	0.013306	0.020115	0.005754	0.001777	-3552.520
7836	0.016220	0.025285	0.007014	0.002166	-3525.521
7840	0.016220	0.025285	0.005846	0.002075	-3541.198
7844	0.017144	0.028345	0.007003	0.002194	-3553.040
7848	0.017089	0.028254	0.007591	0.002011	-3544.803
7852	0.015866	0.028254	0.007591	0.002011	-3557.304
7856	0.015032	0.026031	0.008424	0.001794	-3559.574
7860	0.019979	0.034597	0.008877	0.002175	-3572.515
7864	0.016895	0.030502	0.006833	0.001771	-3561.149
7868	0.016895	0.030502	0.007625	0.001771	-3553.497
7872	0.018177	0.030502	0.007681	0.001758	-3542.874
7876	0.018177	0.030502	0.007261	0.001860	-3533.323
7880	0.019689	0.034384	0.008121	0.001930	-3535.374
7884	0.019689	0.034384	0.008572	0.001829	-3543.321
7888	0.020564	0.034832	0.008953	0.001910	-3541.505
7892	0.015316	0.025942	0.006668	0.001423	-3529.286
7896	0.016093	0.028639	0.007362	0.001571	-3564.244
7900	0.018880	0.033600	0.008637	0.001843	-3543.407
7904	0.016811	0.028833	0.006298	0.001641	-3550.955
7908	0.019928	0.038655	0.008857	0.001906	-3547.648
7912	0.019928	0.039719	0.009497	0.001906	-3540.157
7916	0.017591	0.036112	0.008163	0.001728	-3531.302
7920	0.018416	0.036112	0.008163	0.001728	-3542.851
7924	0.018288	0.033189	0.007221	0.001650	-3546.364
7928	0.020522	0.037243	0.008001	0.001874	-3557.825
7932	0.021367	0.038565	0.008331	0.001952	-3549.388
7936	0.021927	0.038565	0.008242	0.001966	-3525.565
7940	0.021927	0.039376	0.009237	0.001898	-3541.797
7944	0.021472	0.037088	0.009237	0.001898	-3529.502
7948	0.025727	0.043316	0.010655	0.002072	-3529.954
7952	0.023384	0.038628	0.008952	0.002037	-3544.407
7956	0.023058	0.039129	0.007627	0.001945	-3538.688
7960	0.023058	0.038732	0.007639	0.001941	-3543.987
7964	0.023058	0.038732	0.008737	0.001941	-3535.873
7968	0.019451	0.035697	0.006994	0.001726	-3539.671
7972	0.022771	0.039731	0.007502	0.001993	-3532.505
7976	0.019482	0.033992	0.006419	0.001705	-3527.858
7980	0.019897	0.034716	0.007091	0.001610	-3529.820
7984	0.020378	0.035555	0.006664	0.001649	-3521.854
7988	0.021739	0.038953	0.007301	0.001806	-3533.999
7992	0.021739	0.039983	0.007301	0.001806	-3533.179
7996	0.021739	0.039274	0.007301	0.001806	-3536.493
8000	0.017477	0.032071	0.005870	0.001452	-3517.115
8004	0.018772	0.033249	0.005870	0.001452	-3507.457
8008	0.018772	0.032318	0.005870	0.001452	-3522.779
8012	0.025131	0.040665	0.007858	0.001944	-3520.983
8016	0.025397	0.041447	0.007719	0.001979	-3519.728
8020	0.034071	0.054516	0.010268	0.002483	-3529.404
8024	0.034071	0.054516	0.010066	0.002533	-3538.396
8028	0.034071	0.054516	0.010850	0.002350	-3556.067
8032	0.030378	0.045305	0.009378	0.002031	-3535.331
8036	0.027060	0.040503	0.008668	0.001877	-3528.984
8040	0.027114	0.040175	0.007826	0.002088	-3536.067
8044	0.026237	0.039307	0.008311	0.001966	-3555.549
8048	0.018046	0.026771	0.004614	0.001352	-3538.489
8052	0.025662	0.038254	0.006561	0.001923	-3535.913
8056	0.027329	0.040553	0.008195	0.002048	-3535.968
8060	0.026255	0.041753	0.008997	0.002048	-3527.171
8064	0.027799	0.045071	0.007784	0.002210	-3523.548
8068	0.023764	0.037997	0.007679	0.001758	-3522.371
8072	0.019888	0.030691	0.007059	0.001636	-3539.466
8076	0.022395	0.032537	0.009383	0.001869	-3513.528
8080	0.025634	0.035728	0.010740	0.002139	-3510.244
8084	0.017593	0.025726	0.008200	0.001453	-3533.652
8088	0.016804	0.021193	0.005919	0.001468	-3526.848
8092	0.017285	0.022186	0.005919	0.001468	-3534.111
8096	0.017285	0.023311	0.005919	0.001468	-3537.888
8100	0.019297	0.027037	0.006608	0.001639	-3561.300
8104	0.020435	0.027157	0.007429	0.001634	-3578.245
8108	0.024713	0.031220	0.008985	0.001976	-3572.720
8112	0.020523	0.025926	0.006882	0.001780	-3540.347
8116	0.023040	0.030218	0.007172	0.002152	-3545.443
8120	0.016503	0.021645	0.005137	0.001542	-3569.059
8124	0.019458	0.026226	0.006057	0.001818	-3551.698
8128	0.019645	0.026478	0.005280	0.001835	-3541.137
8132	0.021975	0.030012	0.005847	0.002032	-3523.003
8136	0.021975	0.030012	0.006228	0.001908	-3538.223
8140	0.022877	0.031244	0.006483	0.001986	-3538.564
8144	0.018570	0.025361	0.006658	0.001612	-3526.543
8148	0.018570	0.025361	0.006658	0.001612	-3548.375
8152	0.016199	0.022355	0.005584	0.001352	-3538.421
8156	0.024667	0.033307	0.007386	0.001936	-3530.521
8160	0.026326	0.033492	0.009496	0.001988	-3535.834
8164	0.024042	0.031973	0.008281	0.001901	-3545.532
8168	0.024599	0.030732	0.008056	0.001954	-3531.603
8172	0.026395	0.032976	0.008644	0.002097	-3539.579
8176	0.026063	0.032447	0.008644	0.002097	-3566.714
8180	0.029562	0.038283	0.009805	0.002378	-3548.483
8184	0.029562	0.038283	0.009702	0.002403	-3543.771
8188	0.029562	0.037907	0.009702	0.002403	-3552.020
8192	0.034519	0.042822	0.013459	0.002706	-3543.484
8196	0.033447	0.042822	0.013035	0.002678	-3545.371
8200	0.037962	0.047640	0.015962	0.003040	-3527.968
8204	0.030091	0.037761	0.011810	0.002410	-3540.089
8208	0.031451	0.041799	0.011346	0.002592	-3546.570
8212	0.025947	0.035050	0.008868	0.002467	-3543.522
8216	0.029965	0.037421	0.011049	0.002441	-3529.333
8220	0.026206	0.031290	0.009663	0.002134	-3526.583
8224	0.025249	0.031088	0.007679	0.002057	-3527.417
8228	0.029921	0.035633	0.009099	0.002437	-3542.164
8232	0.041381	0.045727	0.014557	0.003197	-3537.734
8236	0.038280	0.042423	0.013296	0.003132	-3539.882
8240	0.038280	0.042423	0.013296	0.003132	-3538.091
8244	0.038280	0.043335	0.014003	0.002974	-3567.954
8248	0.029520	0.033896	0.011255	0.002390	-3544.856
8252	0.029520	0.033240	0.010517	0.002390	-3570.773
8256	0.024595	0.028080	0.008534	0.001940	-3534.643
8260	0.024106	0.026665	0.006723	0.001886	-3543.157
8264	0.024092	0.029960	0.009240	0.002027	-3532.006
8268	0.020935	0.024709	0.008830	0.001672	-3526.925
8272	0.024731	0.028756	0.010432	0.001975	-3546.695
8276	0.023850	0.027746	0.009060	0.001950	-3539.211
8280	0.027208	0.031736	0.009257	0.002402	-3532.322
8284	0.023388	0.028331	0.008870	0.001998	-3539.203
8288	0.018539	0.021040	0.006641	0.001496	-3525.006
8292	0.018181	0.019886	0.006513	0.001467	-3557.192
8296	0.027538	0.029001	0.010700	0.002048	-3555.967
8300	0.025823	0.027194	0.009411	0.002048	-3566.329
8304	0.027246	0.028629	0.009929	0.002161	-3550.858
8308	0.027232	0.028846	0.009924	0.002160	-3544.717
8312	0.029347	0.029724	0.010984	0.002072	-3540.986
8316	0.026662	0.027810	0.010110	0.001884	-3539.062
8320	0.033446	0.036622	0.013480	0.002450	-3558.218
8324	0.031730	0.034743	0.012043	0.002468	-3563.602
8328	0.025573	0.028832	0.010111	0.001844	-3554.974
8332	0.023254	0.026266	0.009246	0.001804	-3573.149
8336	0.023254	0.026266	0.008771	0.001751	-3555.629
8340	0.019972	0.022559	0.007068	0.001370	-3537.293
8344	0.021112	0.022831	0.007455	0.001545	-3543.062
8348	0.024494	0.028626	0.008676	0.001883	-3559.268
8352	0.025560	0.028626	0.008512	0.001919	-3563.818
8356	0.024151	0.024723	0.008598	0.001696	-3548.185
8360	0.024992	0.024723	0.008784	0.001685	-3525.031
8364	0.023705	0.025526	0.008784	0.001685	-3533.057
8368	0.026536	0.028574	0.009273	0.001695	-3513.372
8372	0.024690	0.028574	0.009273	0.001695	-3520.015
8376	0.027946	0.031284	0.009226	0.001855	-3529.787
8380	0.029255	0.031284	0.009226	0.001855	-3530.038
8384	0.024224	0.025904	0.007856	0.001645	-3527.535
8388	0.023100	0.025904	0.008464	0.001652	-3542.248
8392	0.023100	0.025904	0.008464	0.001652	-3529.009
8396	0.024156	0.026596	0.008578	0.001630	-3524.991
8400	0.023880	0.028889	0.008436	0.001630	-3523.617
8404	0.023240	0.027255	0.008210	0.001587	-3517.657
8408	0.023240	0.027255	0.008659	0.001587	-3534.491
8412	0.020318	0.025867	0.007409	0.001358	-3527.854
8416	0.021704	0.027632	0.007237	0.001450	-3556.574
8420	0.020929	0.026644	0.006270	0.001556	-3548.601
8424	0.022762	0.027900	0.006819	0.001693	-3532.499
8428	0.024383	0.031947	0.008941	0.001938	-3524.520
8432	0.025279	0.031947	0.008916	0.001944	-3516.109
8436	0.025279	0.031947	0.008455	0.002050	-3535.911
8440	0.024828	0.032691	0.009451	0.002060	-3532.429
8444	0.025918	0.035293	0.009866	0.002150	-3539.051
8448	0.025918	0.035293	0.008659	0.002450	-3545.148
8452	0.025918	0.035293	0.010262	0.002378	-3527.628
8456	0.023870	0.032981	0.008728	0.002372	-3541.092
8460	0.028527	0.039662	0.011433	0.002618	-3552.082
8464	0.028527	0.038352	0.011433	0.002618	-3534.359
8468	0.032080	0.041396	0.012763	0.002966	-3513.419
8472	0.028815	0.039277	0.012686	0.002601	-3541.760
8476	0.028815	0.038722	0.011652	0.002601	-3522.581
8480	0.022956	0.030848	0.009283	0.002072	-3543.321
8484	0.020022	0.028263	0.009104	0.001773	-3528.877
8488	0.021571	0.030450	0.009809	0.001911	-3524.391
8492	0.024221	0.034201	0.010522	0.002117	-3520.184
8496	0.024221	0.034201	0.010997	0.002026	-3509.181
8500	0.021680	0.030307	0.008213	0.001837	-3510.557
8504	0.023704	0.033137	0.008980	0.002008	-3532.434
8508	0.023582	0.033137	0.009107	0.001979	-3523.069
8512	0.018679	0.027990	0.008090	0.001631	-3548.486
8516	0.020637	0.029722	0.009690	0.001662	-3536.142
8520	0.020637	0.030525	0.008736	0.001662	-3532.397
8524	0.020637	0.030525	0.008592	0.001662	-3540.753
8528	0.021715	0.032121	0.009041	0.001749	-3528.370
8532	0.025494	0.039300	0.010246	0.002051	-3529.937
8536	0.022777	0.036501	0.010280	0.001935	-3535.489
8540	0.022777	0.036501	0.010257	0.001842	-3535.289
8544	0.023502	0.039598	0.010637	0.001998	-3537.557
8548	0.023502	0.039598	0.010501	0.002024	-3534.359
8552	0.024363	0.043210	0.014094	0.002053	-3540.789
8556	0.024363	0.043210	0.013273	0.002053	-3537.759
8560	0.020639	0.036605	0.010227	0.001912	-3533.636
8564	0.026723	0.047396	0.013813	0.002373	-3512.528
8568	0.023723	0.040355	0.014226	0.002165	-3526.981
8572	0.023805	0.040494	0.013819	0.002111	-3535.616
8576	0.020674	0.035151	0.013149	0.001796	-3520.995
8580	0.020820	0.035151	0.012426	0.001797	-3524.257
8584	0.020820	0.036714	0.010639	0.001899	-3529.227
8588	0.020820	0.036714	0.010939	0.001847	-3518.989
8592	0.016661	0.029381	0.009501	0.001444	-3524.846
8596	0.017089	0.030135	0.008814	0.001590	-3535.699
8600	0.017089	0.030135	0.007628	0.001590	-3521.590
8604	0.014731	0.023615	0.006950	0.001297	-3519.866
8608	0.014318	0.021193	0.005610	0.001294	-3524.312
8612	0.019446	0.030061	0.008891	0.001757	-3523.419
